Time,"Points:0","Points:1","Points:2","u_rms"
0.0929545,-0.058499999,-0.096445605,0.029963521,0.0016279112
0.0929545,-0.057772446,-0.096445605,0.030913025,0.00046047036
0.0929545,-0.058499999,-0.096445605,0.030913025,0.0011674793
0.0929545,-0.056902427,-0.096445605,0.029963521,0.0010557728
0.0929545,-0.056902427,-0.096445605,0.030913025,0.0011603967
0.0929545,-0.055862043,-0.096445605,0.029963521,0.00078917113
0.0929545,-0.055862043,-0.096445605,0.030913025,0.0013704337
0.0929545,-0.046679866,-0.096445605,0.029963521,0.0010606579
0.0929545,-0.049223822,-0.096445605,0.029963521,0.00094350333
0.0929545,-0.046679866,-0.096445605,0.030913025,0.0016285939
0.0929545,-0.049223822,-0.096445605,0.030913025,0.0014418134
0.0929545,-0.043637775,-0.096445605,0.029963521,0.00090052628
0.0929545,-0.043637775,-0.096445605,0.030913025,0.001395867
0.0929545,-0.039999999,-0.096445605,0.029963521,0.00066935023
0.0929545,-0.039999999,-0.096445605,0.030913025,0.001049388
0.0929545,-0.057772446,-0.095433339,0.029963521,0.0010133034
0.0929545,-0.058499999,-0.095433339,0.029963521,0.0030073956
0.0929545,-0.057772446,-0.095433339,0.030913025,0.00091890517
0.0929545,-0.058499999,-0.095433339,0.030913025,0.0015509927
0.0929545,-0.056902427,-0.095433339,0.029963521,0.0013051679
0.0929545,-0.056902427,-0.095433339,0.030913025,0.00146439
0.0929545,-0.055862043,-0.095433339,0.029963521,0.0016475483
0.0929545,-0.055862043,-0.095433339,0.030913025,0.0017976083
0.0929545,-0.046679866,-0.095433339,0.029963521,0.0013348484
0.0929545,-0.049223822,-0.095433339,0.029963521,0.001169273
0.0929545,-0.046679866,-0.095433339,0.030913025,0.0018431919
0.0929545,-0.049223822,-0.095433339,0.030913025,0.0016379111
0.0929545,-0.043637775,-0.095433339,0.029963521,0.0012359527
0.0929545,-0.043637775,-0.095433339,0.030913025,0.0016815446
0.0929545,-0.039999999,-0.095433339,0.029963521,0.0010042259
0.0929545,-0.039999999,-0.095433339,0.030913025,0.0013362063
0.0929545,-0.057772446,-0.094222866,0.029963521,0.0012368437
0.0929545,-0.058499999,-0.094222866,0.029963521,0.0022822865
0.0929545,-0.057772446,-0.094222866,0.030913025,0.00096217837
0.0929545,-0.058499999,-0.094222866,0.030913025,0.0012336579
0.0929545,-0.056902427,-0.094222866,0.029963521,0.00060149255
0.0929545,-0.056902427,-0.094222866,0.030913025,0.00096035745
0.0929545,-0.055862043,-0.094222866,0.029963521,0.00080598948
0.0929545,-0.055862043,-0.094222866,0.030913025,0.0012805833
0.0929545,-0.057772446,-0.09277536,0.029963521,0.0009480667
0.0929545,-0.058499999,-0.09277536,0.029963521,0.00094218116
0.0929545,-0.057772446,-0.09277536,0.030913025,0.0018857561
0.0929545,-0.058499999,-0.09277536,0.030913025,0.0020301895
0.0929545,-0.056902427,-0.09277536,0.029963521,0.0011334398
0.0929545,-0.056902427,-0.09277536,0.030913025,0.0015968129
0.0929545,-0.055862043,-0.09277536,0.029963521,0.0011845415
0.0929545,-0.055862043,-0.09277536,0.030913025,0.001598644
0.0929545,-0.057772446,-0.091044411,0.029963521,0.0013568429
0.0929545,-0.058499999,-0.091044411,0.029963521,0.0013197689
0.0929545,-0.057772446,-0.091044411,0.030913025,0.0024259136
0.0929545,-0.058499999,-0.091044411,0.030913025,0.0024953157
0.0929545,-0.056902427,-0.091044411,0.029963521,0.001422656
0.0929545,-0.056902427,-0.091044411,0.030913025,0.0023467276
0.0929545,-0.055862043,-0.091044411,0.029963521,0.0014891071
0.0929545,-0.055862043,-0.091044411,0.030913025,0.0023353308
0.0929545,-0.057772446,-0.088974528,0.029963521,0.0018650281
0.0929545,-0.058499999,-0.088974528,0.029963521,0.0018823691
0.0929545,-0.057772446,-0.088974528,0.030913025,0.0032688608
0.0929545,-0.058499999,-0.088974528,0.030913025,0.0034444849
0.0929545,-0.056902427,-0.088974528,0.029963521,0.0019209689
0.0929545,-0.056902427,-0.088974528,0.030913025,0.0030773004
0.0929545,-0.055862043,-0.088974528,0.029963521,0.0020440097
0.0929545,-0.055862043,-0.088974528,0.030913025,0.0030134355
0.0929545,-0.057772446,-0.086499333,0.029963521,0.0022752723
0.0929545,-0.058499999,-0.086499333,0.029963521,0.0022869356
0.0929545,-0.057772446,-0.086499333,0.030913025,0.0037720449
0.0929545,-0.058499999,-0.086499333,0.030913025,0.0039337905
0.0929545,-0.056902427,-0.086499333,0.029963521,0.0023391555
0.0929545,-0.056902427,-0.086499333,0.030913025,0.0035758457
0.0929545,-0.055862043,-0.086499333,0.029963521,0.0024583006
0.0929545,-0.055862043,-0.086499333,0.030913025,0.0035144974
0.0929545,-0.057772446,-0.083539456,0.029963521,0.0026956334
0.0929545,-0.058499999,-0.083539456,0.029963521,0.0026769588
0.0929545,-0.057772446,-0.083539456,0.030913025,0.0044357765
0.0929545,-0.058499999,-0.083539456,0.030913025,0.0046156174
0.0929545,-0.056902427,-0.083539456,0.029963521,0.0027646234
0.0929545,-0.056902427,-0.083539456,0.030913025,0.0041853967
0.0929545,-0.055862043,-0.083539456,0.029963521,0.0028672941
0.0929545,-0.055862043,-0.083539456,0.030913025,0.0040813693
0.0929545,-0.057772446,-0.079999998,0.029963521,0.0029449426
0.0929545,-0.058499999,-0.079999998,0.029963521,0.0029187618
0.0929545,-0.057772446,-0.079999998,0.030913025,0.0048008475
0.0929545,-0.058499999,-0.079999998,0.030913025,0.0049985654
0.0929545,-0.056902427,-0.079999998,0.029963521,0.0030056399
0.0929545,-0.056902427,-0.079999998,0.030913025,0.0045071897
0.0929545,-0.055862043,-0.079999998,0.029963521,0.0030835724
0.0929545,-0.055862043,-0.079999998,0.030913025,0.0043645476
0.0929545,-0.058499999,-0.097999997,0.031785414,0.0047344697
0.0929545,-0.057772446,-0.097999997,0.031785414,0.002998992
0.0929545,-0.057772446,-0.09729211,0.031785414,0.0020545214
0.0929545,-0.058499999,-0.09729211,0.031785414,0.0034181312
0.0929545,-0.056902427,-0.097999997,0.031785414,0.00062915237
0.0929545,-0.056902427,-0.09729211,0.031785414,0.00070000639
0.0929545,-0.055862043,-0.097999997,0.031785414,0.0010145744
0.0929545,-0.055862043,-0.09729211,0.031785414,0.0012090138
0.0929545,-0.054617941,-0.097999997,0.031785414,0.0018161263
0.0929545,-0.054617941,-0.09729211,0.031785414,0.0017621164
0.0929545,-0.053130232,-0.097999997,0.031785414,0.0018866435
0.0929545,-0.053130232,-0.09729211,0.031785414,0.0018184868
0.0929545,-0.051351205,-0.097999997,0.031785414,0.0017617943
0.0929545,-0.051351205,-0.09729211,0.031785414,0.001754206
0.0929545,-0.049223822,-0.097999997,0.031785414,0.0017944634
0.0929545,-0.049223822,-0.09729211,0.031785414,0.0017943911
0.0929545,-0.046679866,-0.097999997,0.031785414,0.0019376
0.0929545,-0.046679866,-0.09729211,0.031785414,0.0019467074
0.0929545,-0.043637775,-0.097999997,0.031785414,0.0014852274
0.0929545,-0.043637775,-0.09729211,0.031785414,0.0015370002
0.0929545,-0.039999999,-0.097999997,0.031785414,0.00098061326
0.0929545,-0.039999999,-0.09729211,0.031785414,0.0010607623
0.0929545,-0.057772446,-0.096445605,0.031785414,0.00081910765
0.0929545,-0.058499999,-0.096445605,0.031785414,0.00094316253
0.0929545,-0.056902427,-0.096445605,0.031785414,0.0012620386
0.0929545,-0.055862043,-0.096445605,0.031785414,0.0015949833
0.0929545,-0.054617941,-0.096445605,0.030913025,0.0015081571
0.0929545,-0.054617941,-0.096445605,0.031785414,0.0018078455
0.0929545,-0.053130232,-0.096445605,0.030913025,0.001421343
0.0929545,-0.053130232,-0.096445605,0.031785414,0.0017829857
0.0929545,-0.051351205,-0.096445605,0.030913025,0.001387709
0.0929545,-0.051351205,-0.096445605,0.031785414,0.0018021033
0.0929545,-0.049223822,-0.096445605,0.031785414,0.0018732878
0.0929545,-0.046679866,-0.096445605,0.031785414,0.0020569755
0.0929545,-0.043637775,-0.096445605,0.031785414,0.0017468521
0.0929545,-0.039999999,-0.096445605,0.031785414,0.0013106325
0.0929545,-0.057772446,-0.095433339,0.031785414,0.001144394
0.0929545,-0.058499999,-0.095433339,0.031785414,0.00095079664
0.0929545,-0.056902427,-0.095433339,0.031785414,0.0014958085
0.0929545,-0.055862043,-0.095433339,0.031785414,0.0017932668
0.0929545,-0.054617941,-0.095433339,0.030913025,0.0017647176
0.0929545,-0.054617941,-0.095433339,0.031785414,0.001913334
0.0929545,-0.053130232,-0.095433339,0.030913025,0.0015392484
0.0929545,-0.053130232,-0.095433339,0.031785414,0.0018480057
0.0929545,-0.051351205,-0.095433339,0.030913025,0.0015423052
0.0929545,-0.051351205,-0.095433339,0.031785414,0.0019221789
0.0929545,-0.049223822,-0.095433339,0.031785414,0.002031678
0.0929545,-0.046679866,-0.095433339,0.031785414,0.0022244086
0.0929545,-0.043637775,-0.095433339,0.031785414,0.0019984026
0.0929545,-0.039999999,-0.095433339,0.031785414,0.0015668945
0.0929545,-0.057772446,-0.094222866,0.031785414,0.0014898356
0.0929545,-0.058499999,-0.094222866,0.031785414,0.0014935953
0.0929545,-0.056902427,-0.094222866,0.031785414,0.001478155
0.0929545,-0.055862043,-0.094222866,0.031785414,0.001698712
0.0929545,-0.054617941,-0.094222866,0.030913025,0.0016281066
0.0929545,-0.054617941,-0.094222866,0.031785414,0.0019445896
0.0929545,-0.053130232,-0.094222866,0.030913025,0.0016160446
0.0929545,-0.053130232,-0.094222866,0.031785414,0.001983173
0.0929545,-0.051351205,-0.094222866,0.030913025,0.0016978387
0.0929545,-0.051351205,-0.094222866,0.031785414,0.0021038792
0.0929545,-0.049223822,-0.094222866,0.030913025,0.001809976
0.0929545,-0.049223822,-0.094222866,0.031785414,0.0022263925
0.0929545,-0.046679866,-0.094222866,0.030913025,0.0019727824
0.0929545,-0.046679866,-0.094222866,0.031785414,0.0023894979
0.0929545,-0.043637775,-0.094222866,0.030913025,0.0018635946
0.0929545,-0.043637775,-0.094222866,0.031785414,0.0022350541
0.0929545,-0.039999999,-0.094222866,0.030913025,0.0014938067
0.0929545,-0.039999999,-0.094222866,0.031785414,0.0017907362
0.0929545,-0.057772446,-0.09277536,0.031785414,0.0022866407
0.0929545,-0.058499999,-0.09277536,0.031785414,0.0024069614
0.0929545,-0.056902427,-0.09277536,0.031785414,0.0020309843
0.0929545,-0.055862043,-0.09277536,0.031785414,0.0020452781
0.0929545,-0.054617941,-0.09277536,0.030913025,0.0018074938
0.0929545,-0.054617941,-0.09277536,0.031785414,0.0022346673
0.0929545,-0.053130232,-0.09277536,0.030913025,0.0018725291
0.0929545,-0.053130232,-0.09277536,0.031785414,0.0023054053
0.0929545,-0.051351205,-0.09277536,0.030913025,0.0019846988
0.0929545,-0.051351205,-0.09277536,0.031785414,0.0024349025
0.0929545,-0.049223822,-0.09277536,0.030913025,0.0021032124
0.0929545,-0.049223822,-0.09277536,0.031785414,0.0025598574
0.0929545,-0.046679866,-0.09277536,0.030913025,0.0022281822
0.0929545,-0.046679866,-0.09277536,0.031785414,0.0026921397
0.0929545,-0.043637775,-0.09277536,0.030913025,0.0021684158
0.0929545,-0.043637775,-0.09277536,0.031785414,0.0026035
0.0929545,-0.039999999,-0.09277536,0.030913025,0.0017844076
0.0929545,-0.039999999,-0.09277536,0.031785414,0.0021485893
0.0929545,-0.057772446,-0.091044411,0.031785414,0.0028997984
0.0929545,-0.058499999,-0.091044411,0.031785414,0.0029340202
0.0929545,-0.056902427,-0.091044411,0.031785414,0.0028483861
0.0929545,-0.055862043,-0.091044411,0.031785414,0.0028366504
0.0929545,-0.054617941,-0.091044411,0.030913025,0.0023395353
0.0929545,-0.054617941,-0.091044411,0.031785414,0.0028330879
0.0929545,-0.053130232,-0.091044411,0.030913025,0.0023395692
0.0929545,-0.053130232,-0.091044411,0.031785414,0.0028380787
0.0929545,-0.051351205,-0.091044411,0.030913025,0.0024356958
0.0929545,-0.051351205,-0.091044411,0.031785414,0.0029392103
0.0929545,-0.049223822,-0.091044411,0.030913025,0.0025438172
0.0929545,-0.049223822,-0.091044411,0.031785414,0.0030501262
0.0929545,-0.046679866,-0.091044411,0.030913025,0.0026348323
0.0929545,-0.046679866,-0.091044411,0.031785414,0.0031492647
0.0929545,-0.043637775,-0.091044411,0.030913025,0.0025929886
0.0929545,-0.043637775,-0.091044411,0.031785414,0.0030934491
0.0929545,-0.039999999,-0.091044411,0.030913025,0.0021628664
0.0929545,-0.039999999,-0.091044411,0.031785414,0.0025887779
0.0929545,-0.057772446,-0.088974528,0.031785414,0.0037583581
0.0929545,-0.058499999,-0.088974528,0.031785414,0.0038246099
0.0929545,-0.056902427,-0.088974528,0.031785414,0.0036657702
0.0929545,-0.055862043,-0.088974528,0.031785414,0.0035871077
0.0929545,-0.054617941,-0.088974528,0.030913025,0.0029254768
0.0929545,-0.054617941,-0.088974528,0.031785414,0.0035009301
0.0929545,-0.053130232,-0.088974528,0.030913025,0.0029129696
0.0929545,-0.053130232,-0.088974528,0.031785414,0.0034856031
0.0929545,-0.051351205,-0.088974528,0.030913025,0.0029971403
0.0929545,-0.051351205,-0.088974528,0.031785414,0.0035709436
0.0929545,-0.049223822,-0.088974528,0.030913025,0.0030821337
0.0929545,-0.049223822,-0.088974528,0.031785414,0.0036618948
0.0929545,-0.046679866,-0.088974528,0.030913025,0.0031401842
0.0929545,-0.046679866,-0.088974528,0.031785414,0.0037338457
0.0929545,-0.043637775,-0.088974528,0.030913025,0.0030805207
0.0929545,-0.043637775,-0.088974528,0.031785414,0.0036700612
0.0929545,-0.039999999,-0.088974528,0.030913025,0.0025463123
0.0929545,-0.039999999,-0.088974528,0.031785414,0.0030429305
0.0929545,-0.057772446,-0.086499333,0.031785414,0.0043148447
0.0929545,-0.058499999,-0.086499333,0.031785414,0.004365981
0.0929545,-0.056902427,-0.086499333,0.031785414,0.0042279621
0.0929545,-0.055862043,-0.086499333,0.031785414,0.0041565768
0.0929545,-0.054617941,-0.086499333,0.030913025,0.0034553902
0.0929545,-0.054617941,-0.086499333,0.031785414,0.0040960827
0.0929545,-0.053130232,-0.086499333,0.030913025,0.0034516999
0.0929545,-0.053130232,-0.086499333,0.031785414,0.0040917307
0.0929545,-0.051351205,-0.086499333,0.030913025,0.0035283665
0.0929545,-0.051351205,-0.086499333,0.031785414,0.0041741848
0.0929545,-0.049223822,-0.086499333,0.030913025,0.003592496
0.0929545,-0.049223822,-0.086499333,0.031785414,0.0042486901
0.0929545,-0.046679866,-0.086499333,0.030913025,0.0036191071
0.0929545,-0.046679866,-0.086499333,0.031785414,0.0042961313
0.0929545,-0.043637775,-0.086499333,0.030913025,0.0034889554
0.0929545,-0.043637775,-0.086499333,0.031785414,0.0041601624
0.0929545,-0.039999999,-0.086499333,0.030913025,0.0027956932
0.0929545,-0.039999999,-0.086499333,0.031785414,0.003325347
0.0929545,-0.057772446,-0.083539456,0.031785414,0.0050062581
0.0929545,-0.058499999,-0.083539456,0.031785414,0.0050652881
0.0929545,-0.056902427,-0.083539456,0.031785414,0.0048903607
0.0929545,-0.055862043,-0.083539456,0.031785414,0.0047913996
0.0929545,-0.054617941,-0.083539456,0.030913025,0.004012018
0.0929545,-0.054617941,-0.083539456,0.031785414,0.0047224276
0.0929545,-0.053130232,-0.083539456,0.030913025,0.0040025206
0.0929545,-0.053130232,-0.083539456,0.031785414,0.0047180166
0.0929545,-0.051351205,-0.083539456,0.030913025,0.0040822498
0.0929545,-0.051351205,-0.083539456,0.031785414,0.0048150705
0.0929545,-0.049223822,-0.083539456,0.030913025,0.0041433368
0.0929545,-0.049223822,-0.083539456,0.031785414,0.0049000829
0.0929545,-0.046679866,-0.083539456,0.030913025,0.004196021
0.0929545,-0.046679866,-0.083539456,0.031785414,0.0050055705
0.0929545,-0.043637775,-0.083539456,0.030913025,0.0039208543
0.0929545,-0.043637775,-0.083539456,0.031785414,0.0047100666
0.0929545,-0.039999999,-0.083539456,0.030913025,0.00304712
0.0929545,-0.039999999,-0.083539456,0.031785414,0.003616712
0.0929545,-0.057772446,-0.079999998,0.031785414,0.0053447266
0.0929545,-0.058499999,-0.079999998,0.031785414,0.0054136013
0.0929545,-0.056902427,-0.079999998,0.031785414,0.0052043326
0.0929545,-0.055862043,-0.079999998,0.031785414,0.0050849017
0.0929545,-0.054617941,-0.079999998,0.030913025,0.0042892634
0.0929545,-0.054617941,-0.079999998,0.031785414,0.0050194124
0.0929545,-0.053130232,-0.079999998,0.030913025,0.004303841
0.0929545,-0.053130232,-0.079999998,0.031785414,0.0050497983
0.0929545,-0.051351205,-0.079999998,0.030913025,0.0044178701
0.0929545,-0.051351205,-0.079999998,0.031785414,0.0052009677
0.0929545,-0.049223822,-0.079999998,0.030913025,0.0044872838
0.0929545,-0.049223822,-0.079999998,0.031785414,0.0053180305
0.0929545,-0.046679866,-0.079999998,0.030913025,0.0045548353
0.0929545,-0.046679866,-0.079999998,0.031785414,0.0054775602
0.0929545,-0.043637775,-0.079999998,0.030913025,0.004095918
0.0929545,-0.043637775,-0.079999998,0.031785414,0.0049663555
0.0929545,-0.039999999,-0.079999998,0.030913025,0.0033768637
0.0929545,-0.039999999,-0.079999998,0.031785414,0.004016877
0.0929545,-0.058499999,-0.097999997,0.032586947,0.0027308285
0.0929545,-0.057772446,-0.097999997,0.032586947,0.0018783655
0.0929545,-0.057772446,-0.09729211,0.032586947,0.0014740194
0.0929545,-0.058499999,-0.09729211,0.032586947,0.0022078576
0.0929545,-0.056902427,-0.097999997,0.032586947,0.00092573083
0.0929545,-0.056902427,-0.09729211,0.032586947,0.0010244611
0.0929545,-0.055862043,-0.097999997,0.032586947,0.0015673096
0.0929545,-0.055862043,-0.09729211,0.032586947,0.0016316422
0.0929545,-0.054617941,-0.097999997,0.032586947,0.00210403
0.0929545,-0.054617941,-0.09729211,0.032586947,0.0020885767
0.0929545,-0.053130232,-0.097999997,0.032586947,0.0022020917
0.0929545,-0.053130232,-0.09729211,0.032586947,0.0021784748
0.0929545,-0.051351205,-0.097999997,0.032586947,0.0021692466
0.0929545,-0.051351205,-0.09729211,0.032586947,0.0021729558
0.0929545,-0.049223822,-0.097999997,0.032586947,0.0021434481
0.0929545,-0.049223822,-0.09729211,0.032586947,0.0021707112
0.0929545,-0.046679866,-0.097999997,0.032586947,0.0022524822
0.0929545,-0.046679866,-0.09729211,0.032586947,0.002290199
0.0929545,-0.043637775,-0.097999997,0.032586947,0.0017530522
0.0929545,-0.043637775,-0.09729211,0.032586947,0.0018267964
0.0929545,-0.039999999,-0.097999997,0.032586947,0.0012091952
0.0929545,-0.039999999,-0.09729211,0.032586947,0.0012986166
0.0929545,-0.057772446,-0.096445605,0.032586947,0.0011760137
0.0929545,-0.058499999,-0.096445605,0.032586947,0.0012026007
0.0929545,-0.056902427,-0.096445605,0.032586947,0.0014949757
0.0929545,-0.055862043,-0.096445605,0.032586947,0.0018606492
0.0929545,-0.054617941,-0.096445605,0.032586947,0.0021238393
0.0929545,-0.053130232,-0.096445605,0.032586947,0.0021657328
0.0929545,-0.051351205,-0.096445605,0.032586947,0.0022136215
0.0929545,-0.049223822,-0.096445605,0.032586947,0.002261614
0.0929545,-0.046679866,-0.096445605,0.032586947,0.0024075237
0.0929545,-0.043637775,-0.096445605,0.032586947,0.0020328026
0.0929545,-0.039999999,-0.096445605,0.032586947,0.0015289592
0.0929545,-0.057772446,-0.095433339,0.032586947,0.0016513299
0.0929545,-0.058499999,-0.095433339,0.032586947,0.0015861634
0.0929545,-0.056902427,-0.095433339,0.032586947,0.0018261974
0.0929545,-0.055862043,-0.095433339,0.032586947,0.0020570621
0.0929545,-0.054617941,-0.095433339,0.032586947,0.002210935
0.0929545,-0.053130232,-0.095433339,0.032586947,0.0022232044
0.0929545,-0.051351205,-0.095433339,0.032586947,0.0023168684
0.0929545,-0.049223822,-0.095433339,0.032586947,0.0024084469
0.0929545,-0.046679866,-0.095433339,0.032586947,0.0025658286
0.0929545,-0.043637775,-0.095433339,0.032586947,0.0022831537
0.0929545,-0.039999999,-0.095433339,0.032586947,0.0017867655
0.0929545,-0.057772446,-0.094222866,0.032586947,0.0020167463
0.0929545,-0.058499999,-0.094222866,0.032586947,0.002009835
0.0929545,-0.056902427,-0.094222866,0.032586947,0.0020110346
0.0929545,-0.055862043,-0.094222866,0.032586947,0.0021440158
0.0929545,-0.054617941,-0.094222866,0.032586947,0.0023196685
0.0929545,-0.053130232,-0.094222866,0.032586947,0.002379652
0.0929545,-0.051351205,-0.094222866,0.032586947,0.0025068951
0.0929545,-0.049223822,-0.094222866,0.032586947,0.0026189307
0.0929545,-0.046679866,-0.094222866,0.032586947,0.0027622239
0.0929545,-0.043637775,-0.094222866,0.032586947,0.0025662034
0.0929545,-0.039999999,-0.094222866,0.032586947,0.0020662741
0.0929545,-0.057772446,-0.09277536,0.032586947,0.0026569835
0.0929545,-0.058499999,-0.09277536,0.032586947,0.0027200899
0.0929545,-0.056902427,-0.09277536,0.032586947,0.0025046233
0.0929545,-0.055862043,-0.09277536,0.032586947,0.0025145869
0.0929545,-0.054617941,-0.09277536,0.032586947,0.0026483148
0.0929545,-0.053130232,-0.09277536,0.032586947,0.0027209896
0.0929545,-0.051351205,-0.09277536,0.032586947,0.0028534142
0.0929545,-0.049223822,-0.09277536,0.032586947,0.0029730929
0.0929545,-0.046679866,-0.09277536,0.032586947,0.0030982245
0.0929545,-0.043637775,-0.09277536,0.032586947,0.0029830212
0.0929545,-0.039999999,-0.09277536,0.032586947,0.0024758364
0.0929545,-0.057772446,-0.091044411,0.032586947,0.0032698331
0.0929545,-0.058499999,-0.091044411,0.032586947,0.0032773433
0.0929545,-0.056902427,-0.091044411,0.032586947,0.0032446464
0.0929545,-0.055862043,-0.091044411,0.032586947,0.0032378741
0.0929545,-0.054617941,-0.091044411,0.032586947,0.0032474029
0.0929545,-0.053130232,-0.091044411,0.032586947,0.0032686567
0.0929545,-0.051351205,-0.091044411,0.032586947,0.0033752283
0.0929545,-0.049223822,-0.091044411,0.032586947,0.0034860362
0.0929545,-0.046679866,-0.091044411,0.032586947,0.0035881635
0.0929545,-0.043637775,-0.091044411,0.032586947,0.0035222865
0.0929545,-0.039999999,-0.091044411,0.032586947,0.002965062
0.0929545,-0.057772446,-0.088974528,0.032586947,0.0040858755
0.0929545,-0.058499999,-0.088974528,0.032586947,0.0040977589
0.0929545,-0.056902427,-0.088974528,0.032586947,0.0040546414
0.0929545,-0.055862043,-0.088974528,0.032586947,0.0040006677
0.0929545,-0.054617941,-0.088974528,0.032586947,0.0039457013
0.0929545,-0.053130232,-0.088974528,0.032586947,0.0039468207
0.0929545,-0.051351205,-0.088974528,0.032586947,0.0040411813
0.0929545,-0.049223822,-0.088974528,0.032586947,0.0041418549
0.0929545,-0.046679866,-0.088974528,0.032586947,0.0042307947
0.0929545,-0.043637775,-0.088974528,0.032586947,0.0041715271
0.0929545,-0.039999999,-0.088974528,0.032586947,0.0034782708
0.0929545,-0.057772446,-0.086499333,0.032586947,0.0046630241
0.0929545,-0.058499999,-0.086499333,0.032586947,0.0046582002
0.0929545,-0.056902427,-0.086499333,0.032586947,0.0046485595
0.0929545,-0.055862043,-0.086499333,0.032586947,0.0046066211
0.0929545,-0.054617941,-0.086499333,0.032586947,0.0045728398
0.0929545,-0.053130232,-0.086499333,0.032586947,0.0045881252
0.0929545,-0.051351205,-0.086499333,0.032586947,0.0046885558
0.0929545,-0.049223822,-0.086499333,0.032586947,0.0047832331
0.0929545,-0.046679866,-0.086499333,0.032586947,0.0048621103
0.0929545,-0.043637775,-0.086499333,0.032586947,0.0047341715
0.0929545,-0.039999999,-0.086499333,0.032586947,0.0037823157
0.0929545,-0.057772446,-0.083539456,0.032586947,0.0053469576
0.0929545,-0.058499999,-0.083539456,0.032586947,0.0053412139
0.0929545,-0.056902427,-0.083539456,0.032586947,0.0053226963
0.0929545,-0.055862043,-0.083539456,0.032586947,0.0052670332
0.0929545,-0.054617941,-0.083539456,0.032586947,0.0052329592
0.0929545,-0.053130232,-0.083539456,0.032586947,0.0052596858
0.0929545,-0.051351205,-0.083539456,0.032586947,0.0053925234
0.0929545,-0.049223822,-0.083539456,0.032586947,0.0055183385
0.0929545,-0.046679866,-0.083539456,0.032586947,0.0056982641
0.0929545,-0.043637775,-0.083539456,0.032586947,0.0054064995
0.0929545,-0.039999999,-0.083539456,0.032586947,0.0040897653
0.0929545,-0.057772446,-0.079999998,0.032586947,0.0056378869
0.0929545,-0.058499999,-0.079999998,0.032586947,0.0056360962
0.0929545,-0.056902427,-0.079999998,0.032586947,0.0056045146
0.0929545,-0.055862043,-0.079999998,0.032586947,0.0055457232
0.0929545,-0.054617941,-0.079999998,0.032586947,0.0055303125
