2.025359300000000116e-03,2.820822400000000103e-11,2.508972800000000130e-05
2.025242100000000049e-03,3.522948999999999908e-10,2.514095399999999951e-05
2.024945399999999920e-03,3.934132800000000210e-10,2.529299099999999861e-05
2.024495399999999990e-03,3.196073000000000136e-10,2.553553299999999999e-05
2.023868199999999916e-03,1.565093299999999987e-10,2.585373499999999854e-05
2.023043400000000113e-03,2.731252400000000096e-10,2.623574400000000059e-05
2.021989799999999917e-03,4.180072000000000245e-10,2.666833499999999918e-05
2.020654499999999937e-03,2.802851000000000106e-10,2.713727699999999893e-05
2.019023699999999803e-03,2.989358500000000250e-10,2.762561599999999900e-05
2.016951400000000037e-03,3.242315300000000184e-10,2.811027499999999913e-05
2.025955199999999925e-03,1.086409099999999945e-10,2.855452500000000085e-05
2.100912500000000089e-03,1.472321200000000009e-10,2.891298199999999991e-05
2.343665899999999858e-03,7.421361800000000266e-11,2.897011500000000003e-05
3.781683599999999864e-03,7.519142100000000049e-11,2.819635599999999957e-05
2.895714399999999890e-03,7.030535700000000234e-11,2.988450600000000135e-05
2.798868199999999997e-03,7.970639400000000111e-11,3.038466000000000124e-05
2.792466799999999798e-03,7.603805200000000308e-11,3.047520999999999989e-05
2.798606700000000162e-03,7.745627499999999834e-11,3.022935499999999918e-05
2.917141099999999865e-03,7.595933600000000631e-11,2.934174000000000005e-05
1.893684899999999952e-03,4.029721299999999942e-11,2.736490900000000082e-05
8.974368799999999985e-04,7.564102000000000397e-12,2.558241000000000161e-05
6.711140099999999588e-04,3.844560299999999697e-12,2.395135999999999966e-05
